-83.83,180
-90,180
-90,-180
-83.83,-180
-84.33,-178
-84.5,-174
-84.67,-170
-84.92,-166
-85.42,-163
-85.42,-158
-85.58,-152
-85.33,-146
-84.83,-147
-84.5,-151
-84,-153.5
-83.5,-153
-83,-154
-82.5,-154
-82,-154
-81.5,-154.5
-81.17,-153
-81,-150
-80.92,-146.5
-80.67,-145.5
-80.33,-148
-80,-150
-79.67,-152.5
-79.25,-155
-78.83,-157
-78.748,-157.26
-78.665,-157.51
-78.583,-157.76
-78.5,-158
-78.481,-157.67
-78.461,-157.33
-78.441,-157
-78.42,-156.67
-78.5,-154.5
-78.17,-154.5
-78.17,-154.5
-78.08,-156.67
-77.83,-158
-77.5,-158.33
-77.17,-158.67
-77,-157
-77.17,-154
-77.58,-153
-77.83,-150.5
-77.67,-148
-77.25,-146
-76.75,-146
-76.33,-146.33
-75.92,-146.67
-75.83,-144
-75.58,-142
-75.75,-140.67
-75.42,-140
-75.25,-138.33
-75,-136.67
-74.75,-135.5
-74.75,-133
-75,-132
-75.42,-130.83
-75.75,-129.67
-76,-128
-76,-127
-75.67,-126.83
-75.17,-126.33
-74.67,-125.5
-74.33,-124.5
-74.33,-124.5
-73.83,-123.33
-73.25,-123.67
-73.25,-122.33
-73.75,-121.33
-74,-120
-73.58,-120
-73.604,-119.58
-73.627,-119.17
-73.649,-118.75
-73.67,-118.33
-73.671,-117.92
-73.672,-117.5
-73.671,-117.08
-73.67,-116.67
-73.71,-116.59
-73.75,-116.5
-73.79,-116.42
-73.83,-116.33
-73.916,-116.66
-74.001,-116.99
-74.086,-117.33
-74.17,-117.67
-74.295,-117.67
-74.42,-117.67
-74.545,-117.67
-74.67,-117.67
-74.796,-117.34
-74.921,-117.01
-75.046,-116.67
-75.17,-116.33
-75.193,-115.67
-75.214,-115
-75.233,-114.34
-75.25,-113.67
-75,-112.33
-74.5,-112.5
-74.375,-112.54
-74.25,-112.59
-74.125,-112.63
-74,-112.67
-73.918,-112.5
-73.835,-112.33
-73.753,-112.17
-73.67,-112
-74,-111.5
-74.5,-111
-75,-110.33
-75.17,-108.67
-74.67,-108.5
-74.5,-109.5
-74,-109.5
-74,-108.33
-74.33,-108
-74.67,-108.5
-75.08,-107.5
-75.08,-106
-74.92,-104.5
-74.92,-104.5
-74.58,-104.5
-74.58,-102.67
-74.75,-101.33
-75,-100
-74.75,-99.5
-74.33,-101.33
-74,-100.67
-73.75,-101.5
-73.5,-101.5
-73.58,-100
-73.42,-99
-73.08,-100
-73.25,-101.33
-72.75,-102.5
-72.67,-101.33
-73,-101.5
-72.92,-99.67
-73.33,-98.5
-73.08,-98
-73.42,-97.5
-73.75,-97.5
-73.75,-96.33
-73.42,-96
-73.08,-96
-72.92,-97.5
-72.5,-98.5
-72.17,-99.67
-72.108,-100.01
-72.046,-100.34
-71.983,-100.67
-71.92,-101
-71.878,-100.71
-71.836,-100.41
-71.793,-100.12
-71.75,-99.83
-72,-98.33
-72,-98.33
-71.83,-97
-72.08,-95.67
-72.42,-95.67
-72.58,-94
-72.75,-92.25
-72.92,-90.5
-72.92,-88.75
-72.92,-87
-73.08,-85.5
-72.92,-84.33
-72.83,-83
-72.92,-81.25
-73,-79.5
-73.25,-78.5
-72.83,-78.67
-72.42,-78
-72.58,-76.5
-72.83,-75
-73,-74
-73.5,-74.5
-73.42,-73
-73.33,-71.5
-73.17,-70
-73.08,-68.5
-72.83,-67.5
-72.33,-67
-71.83,-67
-71.5,-67.5
-70.92,-67.5
-70.42,-68
-70.42,-68
-70,-68.5
-69.42,-68.5
-69.42,-67.33
-69.08,-66.67
-68.83,-67.33
-68.5,-66.83
-68.08,-66.83
-67.75,-67.5
-67.42,-67.5
-67.75,-68.5
-67.75,-69.25
-67.33,-69.33
-66.92,-68.67
-66.67,-67.83
-67.08,-67.67
-67,-67
-67.33,-66.33
-66.83,-66.33
-66.58,-65.5
-66.25,-65.83
-65.92,-65
-65.5,-64
-65.08,-64
-65.17,-63
-64.75,-62.67
-64.67,-61.67
-64.25,-61.5
-64,-61
-63.83,-59.67
-63.58,-58.83
-63.58,-58.83
-63.33,-58
-63.25,-57.17
-63.58,-56.67
-63.58,-57.33
-63.643,-57.539
-63.706,-57.748
-63.768,-57.959
-63.83,-58.17
-63.831,-57.94
-63.831,-57.71
-63.831,-57.48
-63.83,-57.25
-64.42,-57.33
-64.33,-58.17
-64,-58.67
-64.5,-59
-64.33,-59.67
-64.67,-60.5
-65,-61.33
-65.42,-62
-65.75,-62.17
-66.08,-62.33
-66.5,-62.67
-66.25,-63.5
-66.5,-64
-66.92,-63.67
-66.92,-64.67
-67.33,-65.33
-67.83,-65.5
-67.893,-65.334
-67.955,-65.167
-68.018,-64.999
-68.08,-64.83
-68.143,-64.954
-68.205,-65.079
-68.268,-65.204
-68.33,-65.33
-68.435,-65.207
-68.54,-65.082
-68.645,-64.957
-68.75,-64.83
-68.75,-63.67
-69.08,-62.67
-69.67,-62.33
-70.17,-62
-70.17,-62
-70.58,-61.5
-70.92,-61.67
-71.17,-61
-71.58,-60.83
-72,-61.67
-72.33,-60.83
-72.67,-61
-72.753,-60.712
-72.836,-60.42
-72.918,-60.127
-73,-59.83
-73.083,-59.914
-73.165,-59.998
-73.248,-60.084
-73.33,-60.17
-73.42,-61.5
-73.75,-61
-74.33,-60.67
-74.67,-61.67
-75.08,-61.67
-75.17,-63
-75.67,-63
-76.08,-63.67
-76.5,-65.5
-77,-67.33
-77.17,-65
-77.08,-62.5
-77.08,-60
-77.25,-57.67
-77.58,-56
-77.92,-53.67
-78.25,-51.67
-78.5,-49.33
-78.75,-47.67
-78.83,-44
-78.83,-41
-78.83,-41
-78.75,-38.5
-78.33,-36.33
-77.83,-35
-77.5,-33.33
-77.17,-31.67
-76.83,-30
-76.5,-28.33
-76.08,-27
-75.67,-26
-75.33,-24
-74.75,-23.67
-74.42,-22.33
-74.08,-20.67
-73.75,-19.33
-73.42,-17.67
-73.08,-16.33
-72.92,-14.67
-72.83,-13.5
-72.58,-12.33
-72.25,-11.33
-71.92,-11.17
-71.67,-12
-71.33,-12.17
-71.25,-11.5
-71.58,-11
-71.25,-10.5
-71,-9.75
-71.17,-9
-71.42,-8.67
-71.83,-8.5
-71.83,-8.5
-71.791,-8.2056
-71.751,-7.9125
-71.711,-7.6206
-71.67,-7.33
-71.608,-7.4158
-71.545,-7.5011
-71.483,-7.5858
-71.42,-7.67
-71.335,-7.5839
-71.25,-7.4985
-71.165,-7.4139
-71.08,-7.33
-71.018,-7.4158
-70.955,-7.5011
-70.893,-7.5858
-70.83,-7.67
-70.81,-7.4594
-70.79,-7.2492
-70.77,-7.0394
-70.75,-6.83
-70.75,-5.83
-71,-5.83
-71.33,-6
-71.33,-4.5
-71.25,-3
-70.67,-3
-70.42,-3.33
-70.25,-2.5
-70.42,-1.67
-70.67,-1
-71,-1.5
-71.25,-0.67
-71.5,0
-71.25,1.33
-70.92,2.67
-70.58,3.5
-70.33,4.67
-70.33,6.33
-70.08,7.33
-70.08,8.67
-70.17,10
-70.08,11.33
-70.08,12.67
-70.17,14.33
-70.17,15.67
-70.17,15.67
-70.17,17
-70.17,18.33
-70.33,20
-70.42,21.5
-70.58,23
-70.42,24.67
-70.17,25.33
-70.17,27
-69.92,28.33
-69.83,30
-69.58,31.33
-69.5,32
-69.5,33.5
-69,33.33
-68.67,33.5
-68.58,34.33
-68.92,35
-69.33,36
-69.5,37
-69.58,38.33
-70.08,38.67
